ID,Page,Text
001,13,◆沙漠の日の出（蒙古）　蒙古包の中に暫し假寢の夢さめた旅人達は、地上未だ夜の影の匍ふ間に、またしても沙漠の旅途を急ぐ。看よ、東方漠々たる沙原のかなた、黎明の空は芙蓉色に染め出されて日の出を待つ沙漠の空氣はプリズムの如く淸い。　（種板番號　三五八）／／◆沙漠の日の出（蒙古）　蒙古包の中に暫し仮寝の夢さめた旅人達は、地上未だ夜の影の匍ふ間に、またしても沙漠の旅途を急ぐ。看よ、東方漠々たる沙原のかなた、黎明の空は芙蓉色に染め出されて日の出を待つ沙漠の空気はプリズムの如く清い。　（種板番号　三五八）
001,14,●オボ（蒙古）　蒙古族にはそれ（ぞれ）の旗と呼稱する各蒙古王族、屬領地がある。その境界を劃する標基をオボと稱して居る。　駱駝の瘤とオボのコントラストが面白い。　（印畫の複製を嚴禁す）／／●オボ（蒙古）　蒙古族にはそれ（ぞれ）の旗と呼称する各蒙古王族、属領地がある。その境界を劃する標基をオボと称して居る。　駱駝の瘤とオボのコントラストが面白い。　（印画の複製を厳禁す）
001,15,◆茂林廟本堂　境内一千の喇嘛僧を収容して居る。本廟の規模は頗る宏壯なものである。活佛を中心に昔は随分修道堅固にやつて居たものだが、近頃は風紀が頗る亂れて居るとの噂だ。（印畫の複製を嚴禁す）／／◆茂林廟本堂　境内一千の喇嘛僧を収容して居る。本廟の規模は頗る宏壮なものである。活仏を中心に昔は随分修道堅固にやつて居たものだが、近頃は風紀が頗る乱れて居るとの噂だ。（印画の複製を厳禁す）
001,16,◆蒙古牛車（蒙古）　日本人には廣いといふ感じは海を見た時にのみ其最大限を意識する。然るに蒙古の平原に於て見る廣茫たる景色は眞に驚嘆すべきものがある。日は原から出でて原に入り、四方に擴がつた地平線内には一物の遮ぎるものがない。アノ草原に轍の跡を印し索り行く牛車は何處の部落をさすのであらう。　（印畫の複製を嚴禁す）／／◆蒙古牛車（蒙古）　日本人には広いといふ感じは海を見た時にのみ其最大限を意識する。然るに蒙古の平原に於て見る広茫たる景色は真に驚嘆すべきものがある。日は原から出でて原に入り、四方に拡がつた地平線内には一物の遮ぎるものがない。アノ草原に轍の跡を印し索り行く牛車は何処の部落をさすのであらう。　（印画の複製を厳禁す）
001,17,◆砂丘の髑髏（蒙古）　蒙古人の葬式には大體三樣の風習がある。富者の階級に屬するものは火葬にして其骨を粉碎し麥粉と共に練り固めて之を靈場に納祭す。漢人の俗を模倣したものは屍を棺に納めて埋葬する。それから一般平民の間に行はるるものは屍を山頂又は谷底に運んで狼鷲の類の咬啄に委する風習がある、若し山野に放置したる屍にして三日を經ても尚野獸の咬啄なき時は、喇嘛僧を招じて讀經追弔をするさうだ。　（印畫の複製を嚴禁す）／／◆砂丘の髑髏（蒙古）　蒙古人の葬式には大体三様の風習がある。富者の階級に属するものは火葬にして其骨を粉砕し麦粉と共に練り固めて之を霊場に納祭す。漢人の俗を模倣したものは屍を棺に納めて埋葬する。それから一般平民の間に行はるるものは屍を山頂又は谷底に運んで狼鷲の類の咬啄に委する風習がある、若し山野に放置したる屍にして三日を経ても尚野獣の咬啄なき時は、喇嘛僧を招じて読経追弔をするさうだ。　（印画の複製を厳禁す）
001,18,◆駱駝隊　陸上の船といはるる駱駝は蒙古でも矢張りその大曠原を旅行する時の船として重寶がられて居る、白音太來郊外暮れかゝつた雪の日に、あのトロントロンと鳴る頸の鈴音が聞江た時、何んとも言へない蒙古情緒に浸される　（印畫の複製を嚴禁す）／／◆駱駝隊　陸上の船といはるる駱駝は蒙古でも矢張りその大昿原を旅行する時の船として重宝がられて居る、白音太来郊外暮れかゝつた雪の日に、あのトロントロンと鳴る頚の鈴音が聞江た時、何んとも言へない蒙古情緒に浸される　（印画の複製を厳禁す）
001,19,◆劒の舞（朝鮮）　妓生は朝鮮の歷史を語る花である。もと李朝時代官妓として養成されその幽艷にして古雅なる處は今尚市井の間にも殘されてゐる。そして平壤には妓生學校のある事は人も知る所寫眞は京城朝鮮ホテルの後庭に於ける官妓の劒の舞である。　（印畫の複製を嚴禁す）／／◆剣の舞（朝鮮）　妓生は朝鮮の歴史を語る花である。もと李朝時代官妓として養成されその幽艶にして古雅なる処は今尚市井の間にも残されてゐる。そして平壌には妓生学校のある事は人も知る所写真は京城朝鮮ホテルの後庭に於ける官妓の剣の舞である。　（印画の複製を厳禁す）
001,20,◆朝鮮の婦人（風俗）　頽廢の美、それは朝鮮婦人から感受する一つの印象だ。薄萠黃か或は水色がかつた裙長の裳を穿いて上半身白衣に包んだ彼の女の裝では、それ自身既にセンチメンタルな感じである。顔面の弛んだ筋肉に漂ふ微笑はむしろ凄艷ではないか。　（印畫の複製を嚴禁す）／／◆朝鮮の婦人（風俗）　頽廃の美、それは朝鮮婦人から感受する一つの印象だ。薄萌黄か或は水色がかつた裙長の裳を穿いて上半身白衣に包んだ彼の女の装では、それ自身既にセンチメンタルな感じである。顔面の弛んだ筋肉に漂ふ微笑はむしろ凄艶ではないか。　（印画の複製を厳禁す）
001,21,●道士（風俗）　千山寺觀の一として普安觀がある。道士の修する處で樹梢に古鐘を懸垂して山嵐に響を傳ふる所など全く一部の活畫である。道敎は老子を祖述し神仙を加へて説明したもので結髪した頭上に道帽を冠り寛袍を纒ふて居る。霞を食し風を御して悠々自適自然生活をして居る。　（印畫の複製を嚴禁す）／／●道士（風俗）　千山寺観の一として普安観がある。道士の修する処で樹梢に古鐘を懸垂して山嵐に響を伝ふる所など全く一部の活画である。道教は老子を祖述し神仙を加へて説明したもので結髪した頭上に道帽を冠り寛袍を纒ふて居る。霞を食し風を御して悠々自適自然生活をして居る。　（印画の複製を厳禁す）
001,22,◆無量觀（千山）　千山は遼東第一の仙寰である。巨巖奇峯老松の間に連立してその景色雄大到る處寺觀の見るべきものが多い。その中無量觀は最も名高い。明の徐文華の詩に　雪煙廻合水潺溪。　路轉陂陀百折還。　上界鐘聲霄漢杳。　前山塔影夕陽間。　松濤漲壑千巖響。　花雨浮空滿地斑。　座久虛堂疑誤人。　恍然身出世人寰。　好く千山の景趣を寫し得て妙である。　（印畫の複製を嚴禁す）／／◆無量観（千山）　千山は遼東第一の仙寰である。巨巌奇峯老松の間に連立してその景色雄大到る処寺観の見るべきものが多い。その中無量観は最も名高い。明の徐文華の詩に　雪煙廻合水潺渓。　路転陂陀百折還。　上界鐘声霄漢杳。　前山塔影夕陽間。　松涛漲壑千巌響。　花雨浮空満地斑。　座久虚堂疑誤人。　恍然身出世人寰。　好く千山の景趣を写し得て妙である。　（印画の複製を厳禁す）
001,23,◆新萬物相（其一）　天下の絶景として賣出してゐる金剛山一萬二千衆峯中で然も金剛山を代表する景は萬物相だ、殊に新萬物相の景は正に天下一品。人間の發明した言葉や、寫眞では此の大自然の藝術は到底現はし得ない。金剛第一關と謂ふ石門を潜り辛うじて覗く、脚下幾千丈とも知れず鋭く削立してゐる力強い男性的の景だ。路の餘りに險岨なため舊萬物相丈けで大抵の人は引返すが、新萬物相を見ずに金剛山を語る資格はないのである。　（印畫の複製を嚴禁す）／／◆新万物相（其一）　天下の絶景として売出してゐる金剛山一万二千衆峯中で然も金剛山を代表する景は万物相だ、殊に新万物相の景は正に天下一品。人間の発明した言葉や、写真では此の大自然の芸術は到底現はし得ない。金剛第一関と謂ふ石門を潜り辛うじて覗く、脚下幾千丈とも知れず鋭く削立してゐる力強い男性的の景だ。路の余りに険岨なため旧万物相丈けで大抵の人は引返すが、新万物相を見ずに金剛山を語る資格はないのである。　（印画の複製を厳禁す）
001,24,◆美しい庫底の港（金剛山）　白砂長汀－それは美しい海岸を表す為には附きものゝ言葉だが、往々いかものゝ白砂長汀がある。然し我が庫底海濱のそれは本當に純白だ。松の翠、碧玉の如く澄んだ日本海、年が年中洗ひに洗はれた眞砂には垢一つない…。純な景色だ。附近の藁屋根も四圍の景と調和して、えも云はれない美しい景色となつて眼底に入つて來る。　（印畫の複製を嚴禁す）／／◆美しい庫底の港（金剛山）　白砂長汀－それは美しい海岸を表す為には附きものゝ言葉だが、往々いかものゝ白砂長汀がある。然し我が庫底海浜のそれは本当に純白だ。松の翠、碧玉の如く澄んだ日本海、年が年中洗ひに洗はれた真砂には垢一つない…。純な景色だ。附近の藁屋根も四囲の景と調和して、えも云はれない美しい景色となつて眼底に入つて来る。　（印画の複製を厳禁す）
001,25,◆九龍淵（金剛山）　溫井里から神溪寺、玉流洞、飛鳳瀑等の幽峽を過ぎ、二里餘町進んだ頃大地も碎けよと落下する一瀑がある。是れが山中第一の巨瀑で高さ百七十尺、日光華嚴の瀑に優るとは云はないが瀑上、瀑下一面一枚の磐石からなつて、夫れに穿たれた面積五十坪、水深四十尺の瀧壺の凄艷さは到底華嚴の夫れが及ぶべくもない、幽麗且つ神秘的のもだ。瀑壺の向つて左端に六尺豐の人夫を立たしたのだがボーフリの如くに哀れに小さく見える。五十三佛に追はれた九龍は瀑上の八潭と瀑下の龍壺とに住んでゐたのだと謂ふ。成程、龍でもゐさうな凄い光景である。　（種板番號　三五六）／／◆九竜淵（金剛山）　温井里から神渓寺、玉流洞、飛鳳瀑等の幽峡を過ぎ、二里余町進んだ頃大地も砕けよと落下する一瀑がある。是れが山中第一の巨瀑で高さ百七十尺、日光華厳の瀑に優るとは云はないが瀑上、瀑下一面一枚の磐石からなつて、夫れに穿たれた面積五十坪、水深四十尺の滝壷の凄艶さは到底華厳の夫れが及ぶべくもない、幽麗且つ神秘的のもだ。瀑壷の向つて左端に六尺豊の人夫を立たしたのだがボーフリの如くに哀れに小さく見える。五十三仏に追はれた九竜は瀑上の八潭と瀑下の竜壷とに住んでゐたのだと謂ふ。成程、竜でもゐさうな凄い光景である。　（種板番号　三五六）
001,26,◆玉女峰山頂より見た彩霞峰の雄姿（金剛山）　奥萬物相の一部と觀音連峯及び彩霞峯の雄姿を望遠レンズによつて寫し出したものだ濃霧の推移につれて刻々變化して行く彩霞峯の雄姿は－嗚呼－何たる崇高な景であらう。　（印畫の複製を嚴禁す）／／◆玉女峰山頂より見た彩霞峰の雄姿（金剛山）　奥万物相の一部と観音連峯及び彩霞峯の雄姿を望遠レンズによつて写し出したものだ濃霧の推移につれて刻々変化して行く彩霞峯の雄姿は－嗚呼－何たる崇高な景であらう。　（印画の複製を厳禁す）
001,27,●高粱の刈入（風俗）　旅順に鶉の群が北風と共に飛んで來る頃にはソロ（ソロ）高粱の收穫が始まる。そして今迄靑かつた畦が次々と一望赫土の平原に立ち戻つて行く。　（種板番號　二三七）／／●高粱の刈入（風俗）　旅順に鶉の群が北風と共に飛んで来る頃にはソロ（ソロ）高粱の収穫が始まる。そして今迄青かつた畦が次々と一望赫土の平原に立ち戻つて行く。　（種板番号　二三七）
001,28,●高粱の脱穀（風俗）　十月高粱が刈穫られると農家の前庭に堆高く高粱の囤が出來る。而して農村には大抵共同作業場があつて其處で每日脱穀が始まる。驢馬は最も忠實なる農家の共勞者だ。　（印畫の複製を嚴禁す）／／●高粱の脱穀（風俗）　十月高粱が刈穫られると農家の前庭に堆高く高粱の囤が出来る。而して農村には大抵共同作業場があつて其処で毎日脱穀が始まる。驢馬は最も忠実なる農家の共労者だ。　（印画の複製を厳禁す）
001,29,●千山龍泉寺（千山）　千山の寺廟中一番大きいものは龍泉寺と云ふ。寫眞は同寺の全景である。　（印畫の複製を嚴禁す）／／●千山竜泉寺（千山）　千山の寺廟中一番大きいものは竜泉寺と云ふ。写真は同寺の全景である。　（印画の複製を厳禁す）
001,30,●水稻の収穫（風俗）　滿洲にも近頃水田が出來て立派な米が穫れるやうになつた。最初支那人は水田を作る事を知らなかつたが、此の頃では盛んに耕作をやり出した。滿洲米の産額は昨今約七十萬石と謂はれて居る。　（印畫の複製を嚴禁す）／／●水稲の収穫（風俗）　満洲にも近頃水田が出来て立派な米が穫れるやうになつた。最初支那人は水田を作る事を知らなかつたが、此の頃では盛んに耕作をやり出した。満洲米の産額は昨今約七十万石と謂はれて居る。　（印画の複製を厳禁す）
001,31,◆満洲の娘（風俗）　娘十七八戀知る頃は美しい、前髪を厚く切下げて額を深くかくした下には、柔かい二つの瞳は何ものかの幻影を追ふて輝いて居る。水色の大掛兒の下に鴇色の褲子を穿いた彼の女の姿は、曠野に見出さるゝ一つの自然美であらねばならぬ。　（種板番號　三八六）／／◆満洲の娘（風俗）　娘十七八恋知る頃は美しい、前髪を厚く切下げて額を深くかくした下には、柔かい二つの瞳は何ものかの幻影を追ふて輝いて居る。水色の大掛児の下に鴇色の褲子を穿いた彼の女の姿は、昿野に見出さるゝ一つの自然美であらねばならぬ。　（種板番号　三八六）
001,32,●石臼を挽く驢馬（風俗）　支那の農家では家畜を色々な動力として利用することはなか（なか）巧みである。驢馬が口も眼も全く隱されて石臼の圍りを四六時中神妙に勞役に服して居るのは如何にも可憐である。農婦はあの小さい足を、チヨコ（チヨコ）させつつ驢馬を馭し乍ら高粱や蕎麥の粉を挽かせて居るのも美しいコントラストだ。　（印畫の複製を嚴禁す）／／●石臼を挽く驢馬（風俗）　支那の農家では家畜を色々な動力として利用することはなか（なか）巧みである。驢馬が口も眼も全く隠されて石臼の囲りを四六時中神妙に労役に服して居るのは如何にも可憐である。農婦はあの小さい足を、チヨコ（チヨコ）させつつ驢馬を馭し乍ら高粱や蕎麦の粉を挽かせて居るのも美しいコントラストだ。　（印画の複製を厳禁す）
001,33,●冬の千山　夏の千山は十分に紹介されてゐるが、冬の千山は未だ神秘の仙境として氷雪の下に睡つてゐた。此の寫眞は千山三難險の一として知られてゐる羅漢洞から見た景色で豪宕淸明の氣、山嶺は容易に俗人を近寄らしめない感がある。　（印畫の複製を嚴禁す）／／●冬の千山　夏の千山は十分に紹介されてゐるが、冬の千山は未だ神秘の仙境として氷雪の下に睡つてゐた。此の写真は千山三難険の一として知られてゐる羅漢洞から見た景色で豪宕清明の気、山嶺は容易に俗人を近寄らしめない感がある。　（印画の複製を厳禁す）
001,34,●冬の千山　千山の春、夏、秋、共にそれ（ぞれ）の趣きはあるが、雪に飾られた冬の千山の景とは比すべくもない。紺碧の空、無限に連なる白妙の遠山、魔の如に聳えてゐる暗黑色の巨峯、此の崇高無比な景に當面した自分は今更に造化の作る偉大な藝術に驚歎する他はなかつた。　（印畫の複製を嚴禁す）／／●冬の千山　千山の春、夏、秋、共にそれ（ぞれ）の趣きはあるが、雪に飾られた冬の千山の景とは比すべくもない。紺碧の空、無限に連なる白妙の遠山、魔の如に聳えてゐる暗黒色の巨峯、此の崇高無比な景に当面した自分は今更に造化の作る偉大な芸術に驚歎する他はなかつた。　（印画の複製を厳禁す）
001,35,●興安嶺の落葉松（北満）　零下四十度の寒さ、シャッターはもう利かない、雪は銀粉の如く大氣の中にちら（ちら）と降る中を、脚を沒する積雪を踏みつけて登つた、山中の樹上に體を括りつけて撮したのは此寫眞だ。お蔭で右手の指四本はトウ（トウ）凍傷にかゝつて了つた。　（印畫の複製はお斷りします）／／●興安嶺の落葉松（北満）　零下四十度の寒さ、シャッターはもう利かない、雪は銀粉の如く大気の中にちら（ちら）と降る中を、脚を没する積雪を踏みつけて登つた、山中の樹上に体を括りつけて撮したのは此写真だ。お蔭で右手の指四本はトウ（トウ）凍傷にかゝつて了つた。　（印画の複製はお断りします）
001,36,●雪中の樵作業（北満）　酷寒の四十七度の興安嶺森林中は壯嚴なる霜の花によつて飾られてゐる。此の山中に伐木作業をする光景を見たものではなくて勞働の眞の尊さは解らないのである。ペーチカの前に寢コロンで居る都會人の到底想像もつかない世界なのだ。　（印畫の複製はお斷りします）／／●雪中の樵作業（北満）　酷寒の四十七度の興安嶺森林中は壮厳なる霜の花によつて飾られてゐる。此の山中に伐木作業をする光景を見たものではなくて労働の真の尊さは解らないのである。ペーチカの前に寝コロンで居る都会人の到底想像もつかない世界なのだ。　（印画の複製はお断りします）
001,37,●興安嶺の樵夫（北満）　頭からツマ先迄毛皮を以て裝身した樵夫達の服裝は鳥渡遠目には人か獸か判然しない、鼻下の髯に呼氣が凍結して霜花をつけて居るのも奇觀だ、丸太小屋の光景も此人達には好い對象である。　（印畫の複製はお斷りします）／／●興安嶺の樵夫（北満）　頭からツマ先迄毛皮を以て装身した樵夫達の服装は鳥渡遠目には人か獣か判然しない、鼻下の髯に呼気が凍結して霜花をつけて居るのも奇観だ、丸太小屋の光景も此人達には好い対象である。　（印画の複製はお断りします）
001,38,●牛肉の斧割（北満）　牛肉の片塊は凍結して全く石塊の如く堅い、大なるものは鋸で挽きそれを俎上斧を以て割って之れを煮るのである。零下四十七度の寒さを體驗しないものには全く想像もつかない現象である。　（印畫の複製はお斷りします）／／●牛肉の斧割（北満）　牛肉の片塊は凍結して全く石塊の如く堅い、大なるものは鋸で挽きそれを俎上斧を以て割って之れを煮るのである。零下四十七度の寒さを体験しないものには全く想像もつかない現象である。　（印画の複製はお断りします）
001,39,●松花江の結氷（北満）　冬季哈爾賓の氣溫は零下三十度から三十四五度位に下降する、哈爾賓の生命とでも謂ふ松花江は、十一月から翌年四月迄全く結氷に封ぜられて一大氷原が出現し、兩岸の交通は陸上と異ならざる聯絡を保つに至るのである。　（印畫の複製はお斷りします）／／●松花江の結氷（北満）　冬季哈爾賓《哈爾浜》の気温は零下三十度から三十四五度位に下降する、哈爾賓の生命とでも謂ふ松花江は、十一月から翌年四月迄全く結氷に封ぜられて一大氷原が出現し、両岸の交通は陸上と異ならざる聯絡を保つに至るのである。　（印画の複製はお断りします）
001,40,●松花江のサー二（北満）　驢馬に牽かせたサーニがチリン（チリン）と鈴を鳴らして銀盤のやうな氷上を滑つて行く、自動車は怪物のやうな警笛を鳴らして自然のトラツクを走驅する、今迄河一筋に依つて隔てられた兩岸には冬に應はしいローマンスが取り交付されるのであらう。　（印畫の複製はお斷りします）／／●松花江のサー二（北満）　驢馬に牽かせたサーニがチリン（チリン）と鈴を鳴らして銀盤のやうな氷上を滑つて行く、自動車は怪物のやうな警笛を鳴らして自然のトラツクを走駆する、今迄河一筋に依つて隔てられた両岸には冬に応はしいローマンスが取り交付される《取り交はされる》のであらう。　（印画の複製はお断りします）
001,41,●大連港の凍結　大連の冬は十一月頃胡砂吹く風と共に先づ陸から來る、陸上の山も家も人も全く冬籠つて了つても海は未だ蕩漾として靑い水を湛えて冬の巨人と對抗して居るかに見えた。さうして居る間に一と度遽然として零下十幾度といふ大寒が來襲すると海上は一夜にして全面皸玻璃に敷きつめられる。而して凍つた此處彼處にもやつてゐた船は大銀盤上に配せられて美しい世界を展開する。　（印畫の複製はお斷りします）／／●大連港の凍結　大連の冬は十一月頃胡砂吹く風と共に先づ陸から来る、陸上の山も家も人も全く冬篭つて了つても海は未だ蕩漾として青い水を湛えて冬の巨人と対抗して居るかに見えた。さうして居る間に一と度遽然として零下十幾度といふ大寒が来襲すると海上は一夜にして全面皸玻璃に敷きつめられる。而して凍つた此処彼処にもやつてゐた船は大銀盤上に配せられて美しい世界を展開する。　（印画の複製はお断りします）
001,42,●南支那の戎克（大連）　戎克は如何にも古典的な船である、古い支那そのものゝ如く。戰争と戀と貿易とを載せて、蝙蝠の羽のやうにあの褐色の帆を擴げた姿を見るものは、マドロスの傳説の中に見出す怪異を思ひ起させるであらう。　殊に南方から來る戎克には船體の舳艫部を極彩色に装飾した美しいものがある、北方の港大連の海上に凍結した處は南方の美娘を生捕つた形である。　（印畫の複製はお斷りします）／／●南支那の戎克（大連）　戎克は如何にも古典的な船である、古い支那そのものゝ如く。戦争と恋と貿易とを載せて、蝙蝠の羽のやうにあの褐色の帆を拡げた姿を見るものは、マドロスの伝説の中に見出す怪異を思ひ起させるであらう。　殊に南方から来る戎克には船体の舳舮部を極彩色に装飾した美しいものがある、北方の港大連の海上に凍結した処は南方の美娘を生捕つた形である。　（印画の複製はお断りします）
001,43,●木の都吉林　松花江上流で伐り出された巨木は、筏として流され、吉林の碼頭に集る、かくして吉林は正に木の都である。氷雪に埋れた江山の畔りにある町は淋しい。　（印畫の複製はお斷りします）／／●木の都吉林　松花江上流で伐り出された巨木は、筏として流され、吉林の碼頭に集る、かくして吉林は正に木の都である。氷雪に埋れた江山の畔りにある町は淋しい。　（印画の複製はお断りします）
001,44,●氷上の帆掛橇　結氷に封ぜられた遼河の奇觀は此の帆掛橇だ、氷上のヨツトとして冬の行樂に或は運搬に用ゐられて居る。　（印畫の複製はお斷りします）／／●氷上の帆掛橇　結氷に封ぜられた遼河の奇観は此の帆掛橇だ、氷上のヨツトとして冬の行楽に或は運搬に用ゐられて居る。　（印画の複製はお断りします）
